Symbol,Name
FET,Forum Energy Technologies Inc. Common Stock
FF,FutureFuel Corp.  Common shares
FFA,First Trust Enhanced Equity Income Fund
FFC,Flaherty & Crumrine Preferred and Income Securities Fund Incorporated
FFG,FBL Financial Group Inc. Common Stock
FGB,First Trust Specialty Finance and Financial Opportunities Fund
FGNA,FG New America Acquisition Corp. Class A Common Stock
FGNA.U,FG New America Acquisition Corp. Units
FGNA.WS,FG New America Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share
FHI,Federated Hermes Inc. Common Stock
FHN,First Horizon Corporation Common Stock
FHN.PRA,First Horizon Corporation
FHN.PRB,First Horizon Corporation
FHN.PRC,First Horizon Corporation
FHN.PRD,First Horizon Corporation
FHN.PRE,First Horizon Corporation
FI,Frank's International N.V. Common Stock
FICO,Fair Isaac Corproation Common Stock
FIF,First Trust Energy Infrastructure Fund Common Shares of Beneficial Interest
FINS,Angel Oak Financial Strategies Income Term Trust Common Shares of Beneficial Interest
FINV,FinVolution Group American Depositary Shares
FIS,Fidelity National Information Services Inc. Common Stock
FIV,First Trust Senior Floating Rate 2022 Target Term Fund Common Shares of Beneficial Interest
FIX,Comfort Systems USA Inc. Common Stock
FL,Foot Locker Inc.
FLC,Flaherty & Crumrine Total Return Fund Inc Common Stock
FLNG,FLEX LNG Ltd. Ordinary Shares
FLO,Flowers Foods Inc. Common Stock
FLOW,SPX FLOW Inc. Common Stock
FLR,Fluor Corporation Common Stock
FLS,Flowserve Corporation Common Stock
FLT,FleetCor Technologies Inc. Common Stock
FLY,Fly Leasing Limited
FMAC,FirstMark Horizon Acquisition Corp. Class A Common Stock
FMAC.U,FirstMark Horizon Acquisition Corp. Units each consisting of one share of Class A common stock and one-third of one redeemable warrant
FMAC.WS,FirstMark Horizon Acquisition Corp. Redeemable warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
FMC,FMC Corporation Common Stock
FMN,Federated Hermes Premier Municipal Income Fund
FMO,Fiduciary/Claymore Energy Infrastructure Fund Common Shares of Beneficial Interest
FMS,Fresenius Medical Care AG Common Stock
FMX,Fomento Economico Mexicano S.A.B. de C.V. Common Stock
FMY,First Trust Motgage Income Fund Common Shares of Beneficial Interest
FN,Fabrinet Ordinary Shares
FNB,F.N.B. Corporation Common Stock
FNB.PRE,F.N.B. Corporation
FND,Floor & Decor Holdings Inc. Common Stock
FNF,FNF Group of Fidelity National Financial Inc. Common Stock
FNV,Franco-Nevada Corporation
FOE,Ferro Corporation Common Stock
FOF,Cohen & Steers Closed-End Opportunity Fund Inc. Common Stock
FOR,Forestar Group Inc Common Stock 
FOUR,Shift4 Payments Inc. Class A Common Stock
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares
FPAC.U,Far Peak Acquisition Corporation Units each consisting of one Class A ordinary share and one-third of one redeemable warrant
FPAC.WS,Far Peak Acquisition Corporation Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50
FPF,First Trust Intermediate Duration Preferred & Income Fund Common Shares of Beneficial Interest
FPH,Five Point Holdings LLC Class A Common Shares
FPI,Farmland Partners Inc. Common Stock
FPI.PRB,Farmland Partners Inc.
FPL,First Trust New Opportunities MLP & Energy Fund Common Shares of Beneficial Interest
FR,First Industrial Realty Trust Inc. Common Stock
FRA,Blackrock Floating Rate Income Strategies Fund Inc  Common Stock
FRC,FIRST REPUBLIC BANK Common Stock
FRC.PRG,FIRST REPUBLIC BANK
FRC.PRH,FIRST REPUBLIC BANK
FRC.PRI,FIRST REPUBLIC BANK
FRC.PRJ,FIRST REPUBLIC BANK
FRC.PRK,FIRST REPUBLIC BANK
FRO,Frontline Ltd. Ordinary Shares
FRT,Federal Realty Investment Trust Common Stock
FRT.PRC,Federal Realty Investment Trust
FRX,Forest Road Acquisition Corp. Class A Common Stock
FRX.U,Forest Road Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-third of one Redeemable Warrant
FRX.WS,Forest Road Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
FSD,First Trust High Income Long Short Fund Common Shares of Beneficial Interest
FSK,FS KKR Capital Corp. Common Stock
FSKR,FS KKR Capital Corp. II Common Stock
FSLF,First Eagle Senior Loan Fund 
FSLY,Fastly Inc. Class A Common Stock
FSM,Fortuna Silver Mines Inc Ordinary Shares (Canada)
FSR,Fisker Inc. Class A Common Stock
FSR.WS,Fisker Inc. Warrants 
FSS,Federal Signal Corporation Common Stock
FST,FAST Acquisition Corp. Class A Common Stock
FST.U,FAST Acquisition Corp. Units each consisting of one share of Class A common stock and one-half of one redeemable warrant
FST.WS,FAST Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
FT,Franklin Universal Trust Common Stock
FTAI,Fortress Transportation and Infrastructure Investors LLC Common Shares
FTAI.PRA,Fortress Transportation and Infrastructure Investors LLC
FTAI.PRB,Fortress Transportation and Infrastructure Investors LLC
FTCH,Farfetch Limited Class A Ordinary Shares
FTHY,First Trust High Yield Opportunities 2027 Term Fund Common Stock
FTI,TechnipFMC plc Ordinary Share
FTK,Flotek Industries Inc. Common Stock
FTS,Fortis Inc. Common Shares
FTV,Fortive Corporation Common Stock 
FTV.PRA,Fortive Corporation
FUBO,fuboTV Inc. Common Stock
FUL,H. B. Fuller Company Common Stock
FUN,Cedar Fair L.P. Common Stock
FUSE,Fusion Acquisition Corp. Class A Common Stock
FUSE.U,Fusion Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one redeemable Warrant
FUSE.WS,Fusion Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50 per share
FVRR,Fiverr International Ltd. Ordinary Shares no par value
FVT.U,Fortress Value Acquisition Corp. III Units each consisting of one share of Class A common stock and one-fifth of one Warrant
G,Genpact Limited Common Stock
GAB,Gabelli Equity Trust Inc. (The) Common Stock
GAB.PRG,Gabelli Equity Trust Inc. (The)
GAB.PRH,Gabelli Equity Trust Inc. (The)
GAB.PRJ,Gabelli Equity Trust Inc. (The)
GAB.PRK,Gabelli Equity Trust Inc. (The)
GAM,General American Investors Inc. Common Stock
GAM.PRB,General American Investors Inc.
GATO,Gatos Silver Inc. Common Stock
GATX,GATX Corporation Common Stock
GB,Global Blue Group Holding AG Ordinary Shares
GB.WS,Global Blue Group Holding AG Warrants exercisable for one Ordinary Share of Global Blue Group Holding AG at a price of $11.50 per share
GBAB,Guggenheim Taxable Municipal Bond & Investment Grade Debt Trust Common Shares of Beneficial Interest
GBL,Gamco Investors Inc. Common Stock
GBX,Greenbrier Companies Inc. (The) Common Stock
GCI,Gannett Co. Inc. Common Stock
GCO,Genesco Inc. Common Stock
GCP,GCP Applied Technologies Inc. Common Stock
GCV,Gabelli Convertible and Income Securities Fund Inc. (The) Common Stock
GD,General Dynamics Corporation Common Stock
GDDY,GoDaddy Inc. Class A Common Stock
GDL,GDL Fund The Common Shares of Beneficial Interest
GDL.PRC,The GDL Fund
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.
GDOT,Green Dot Corporation Class A Common Stock $0.001 par value
GDV,Gabelli Dividend & Income Trust Common Shares of Beneficial Interest
GDV.PRG,The Gabelli Dividend & Income Trust
GDV.PRH,The Gabelli Dividend & Income Trust
GE,General Electric Company Common Stock
GEF,Greif Inc. Class A Common Stock
GEF.B,Greif Inc. Corporation Class B Common Stock
GEL,Genesis Energy L.P. Common Units
GEN           ,Genesis Healthcare Inc. Common Stock
GEO,Geo Group Inc (The) REIT
GER,Goldman Sachs MLP Energy Renaissance Fund
GES,Guess? Inc. Common Stock
GF,New Germany Fund Inc. (The) Common Stock
GFF,Griffon Corporation Common Stock
GFI,Gold Fields Limited American Depositary Shares
GFL,GFL Environmental Inc. Subordinate voting shares no par value
GFLU,GFL Environmental Inc. Tangible Equity Units
GFX.U,Golden Falcon Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-half of one Warrant
GGB,Gerdau S.A. Common Stock
GGG,Graco Inc. Common Stock
GGM,Guggenheim Credit Allocation Fund Common Shares of Beneficial Interest
GGT,Gabelli Multi-Media Trust Inc. (The) Common Stock
GGT.PRE,Gabelli Multi-Media Trust Inc. (The)
GGT.PRG,Gabelli Multi-Media Trust Inc. (The)
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest
GGZ.PRA,Gabelli Global Small and Mid Cap Value Trust (The)
GHC,Graham Holdings Company Common Stock
GHG,GreenTree Hospitality Group Ltd. American depositary shares each representing one Class A ordinary share
GHL,Greenhill & Co. Inc. Common Stock
GHLD,Guild Holdings Company Class A Common Stock
GHM,Graham Corporation Common Stock
GHY,PGIM Global High Yield Fund Inc.
GIB,CGI Inc. Common Stock
GIK,GigCapital3 Inc. Common Stock
GIK.U,GigCapital3 Inc. Units each consisting of one share of Common Stock and three-fourths of one Redeemable Warrant to purchase one share of Common Stock
GIK.WS,GigCapital3 Inc. Redeemable Warrants each exercisable for one share of Common Stock at an exercise price of $11.50 per share
GIL,Gildan Activewear Inc. Class A Sub. Vot. Common Stock
GIM,Templeton Global Income Fund Inc. Common Stock
GIS,General Mills Inc. Common Stock
GIX,GigCapital2 Inc. Common Stock
GIX.RT,GigCapital2 Inc.
GIX.U,GigCapital2 Inc. Units each consisting of one share of Common Stock and one Warrant
GIX.WS,GigCapital2 Inc. Warrants exercisable for one share of Common Stock at an exercise price of $11.50 per share
GJH,Synthetic Fixed-Income Securities Inc 6.375% (STRATS) Cl A-1
GJO,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS(SM) Trust for Wal-Mart Stores Inc. Securities Series 2004-5
GJP,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. on behalf of STRATS (SM) Trust for Dominion Resources Inc. Securities Series 2005-6 Floating Rate Structured Repackaged Asset-Backed Trust Securities (STRATS) Certificates
GJR,Synthetic Fixed-Income Securities Inc. STRATS Trust for Procter&Gamble Securities Series 2006-1
GJS,Goldman Sachs Group Securities STRATS Trust for Goldman Sachs Group Securities Series 2006-2
GJT,Synthetic Fixed-Income Securities Inc. Synthetic Fixed-Income Securities Inc. Floating Rate Structured Repackaged Asset-Backed Trust Securities Certificates Series 2006-3
GKOS,Glaukos Corporation Common Stock
GL,Globe Life Inc. Common Stock
GL.PRC,Globe Life Inc.
GLEO,Galileo Acquisition Corp. Ordinary Shares
GLEO.U,Galileo Acquisition Corp. Units each consisting of one Ordinary Share and one Redeemable Warrant
GLEO.WS,Galileo Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Ordinary Share at an exercise price of $11.50
GLOB,Globant S.A. Common Shares
GLOG,GasLog Ltd. Common Shares
GLOG.PRA,GasLog LP.
GLOP,GasLog Partners LP Common Units representing limited partnership interests
GLOP.PRA,GasLog Partners LP
GLOP.PRB,GasLog Partners LP
GLOP.PRC,GasLog Partners LP
GLP,Global Partners LP Global Partners LP Common Units representing Limited Partner Interests
GLP.PRA,Global Partners LP
GLT,Glatfelter Corporation Common Stock
GLW,Corning Incorporated Common Stock
GM,General Motors Company Common Stock
GME,GameStop Corporation Common Stock
GMED,Globus Medical Inc. Class A Common Stock
GMRE,Global Medical REIT Inc. Common Stock
GMRE.PRA,Global Medical REIT Inc.
GMS,GMS Inc. Common Stock
GMTA,GATX Corporation 5.625% Senior Notes due 2066
GNE,Genie Energy Ltd. Class B Common Stock Stock
GNE.PRA,Genie Energy Ltd.
GNK,Genco Shipping & Trading Limited Ordinary Shares New (Marshall Islands)
GNL,Global Net Lease Inc. Common Stock
GNL.PRA,Global Net Lease Inc.
GNL.PRB,Global Net Lease Inc.
GNPK,Genesis Park Acquisition Corp. Class A Ordinary Shares
GNPK.U,Genesis Park Acquisition Corp. Units each consisting of one Class A ordinary share and one-half of one redeemable warrant
GNPK.WS,Genesis Park Acquisition Corp. Redeemable Warrants each whole warrant exercisable for one Class A ordinary share at an exercise price of $11.50 per share
GNRC,Generac Holdlings Inc. Common Stock
GNT,GAMCO Natural Resources Gold & Income Trust
GNT.PRA,GAMCO Natural Resources Gold & Income Tust 
GNW,Genworth Financial Inc Common Stock
GOAC,GO Acquisition Corp. Class A Common Stock
GOAC.U,GO Acquisition Corp. Units each consisting of one share of Class A Common Stock and one-third of one Warrant
GOAC.WS,GO Acquisition Corp. Warrants each whole warrant exercisable for one share of Class A Common Stock at an exercise price of $11.50
GOF,Guggenheim Strategic Opportunities Fund Common Shares of Beneficial Interest
GOL,Gol Linhas Aereas Inteligentes S.A. Sponsored ADR representing 2 Pfd Shares
GOLD,Barrick Gold Corporation Common Stock (BC)
GOLF,Acushnet Holdings Corp. Common Stock
GOOS,Canada Goose Holdings Inc. Subordinate Voting Shares
GPC,Genuine Parts Company Common Stock
GPI,Group 1 Automotive Inc. Common Stock
GPJA,Georgia Power Company Series 2017A 5.00% Junior Subordinated Notes due October 1 2077
GPK,Graphic Packaging Holding Company
GPM,Guggenheim Enhanced Equity Income Fund
GPMT,Granite Point Mortgage Trust Inc. Common Stock
GPN,Global Payments Inc. Common Stock
GPRK,Geopark Ltd Common Shares
GPS,Gap Inc. (The) Common Stock
GPX,GP Strategies Corporation Common Stock
GRA,W.R. Grace & Co. Common Stock
GRC,Gorman-Rupp Company (The) Common Stock
GRP.U,Granite Real Estate Inc. Stapled Units each consisting of one unit of Granite Real Estate Trust and one common share of Granite REIT Inc.
GRUB,GrubHub Inc. Common Stock
GRX,The Gabelli Healthcare & Wellness Trust Common Shares of Beneficial Interest
GS,Goldman Sachs Group Inc. (The) Common Stock
GS.PRA,Goldman Sachs Group Inc. (The)
GS.PRC,Goldman Sachs Group Inc. (The)
GS.PRD,Goldman Sachs Group Inc. (The)
GS.PRJ,Goldman Sachs Group Inc. (The)
GS.PRK,Goldman Sachs Group Inc. (The)
GS.PRN,Goldman Sachs Group Inc. (The)
GSAH,GS Acquisition Holdings Corp II Class A Common Stock
GSAH.U,GS Acquisition Holdings Corp II Units each consisting of one share of Class A Common Stock and one-quarter of one redeemable Warrant
GSAH.WS,GS Acquisition Holdings Corp II Redeemable Warrants each whole warrant exercisable for one share of Class A common stock at an exercise price of $11.50
GSBD,Goldman Sachs BDC Inc. Common Stock
GSK,GlaxoSmithKline PLC Common Stock
GSL,Global Ship Lease Inc New Class A Common Shares
GSL.PRB,Global Ship Lease Inc.
GSLD,Global Ship Lease Inc. 8.00% Senior Notes due 2024
GSX,GSX Techedu Inc. American Depositary Shares three of which representing two Class A Ordinary Shares
GTES,Gates Industrial Corporation plc Ordinary Shares
GTN,Gray Television Inc. Common Stock
GTN.A,Gray Television Inc. CLass A Common Stock
GTS,Triple-S Management Corporation Class B Common Stock
GTT,GTT Communications Inc. Common Stock
GTY,Getty Realty Corporation Common Stock
GUT,Gabelli Utility Trust (The) Common Stock
GUT.PRA,Gabelli Utility Trust (The)
GUT.PRC,Gabelli Utility Trust (The)
GVA,Granite Construction Incorporated Common Stock
GWB,Great Western Bancorp Inc. Common Stock
GWRE,Guidewire Software Inc. Common Stock
GWW,W.W. Grainger Inc. Common Stock
GYC,Corporate Asset Backed Corp CABCO Corporate Asset Backed Corporation CABCO Series 2004-102 Trust (SBC Communications Inc.) Collared Floating Rate Cllable Certificates
H,Hyatt Hotels Corporation Class A Common Stock
HAE,Haemonetics Corporation Common Stock
HAL,Halliburton Company Common Stock
HASI,Hannon Armstrong Sustainable Infrastructure Capital Inc. Common Stock
HBB,Hamilton Beach Brands Holding Company Class A Common Stock 
HBI,Hanesbrands Inc. Common Stock
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada)
HCA,HCA Healthcare Inc. Common Stock
HCC,Warrior Met Coal Inc. Common Stock
HCHC,HC2 Holdings Inc. Common Stock
HCI,HCI Group Inc. Common Stock
HCXY,Hercules Capital Inc. 6.25% Notes due 2033
HCXZ,Hercules Capital Inc. 5.25% Notes due 2025
HD,Home Depot Inc. (The) Common Stock
HDB,HDFC Bank Limited Common Stock
HE,Hawaiian Electric Industries Inc. Common Stock
HEI,Heico Corporation Common Stock
HEI/A,Heico Corporation
HEP,Holly Energy Partners L.P. Common Stock
HEQ,John Hancock Hedged Equity & Income Fund Common Shares of Beneficial Interest
HES,Hess Corporation Common Stock
HESM,Hess Midstream LP Class A Share
HEXO,HEXO Corp. Common Shares
HFC,HollyFrontier Corporation Common Stock
HFRO,Highland Income Fund
HFRO.PRA,Highland Income Fund
HGH,Hartford Financial Services Group Inc. (The) 7.875% Fixed to Floating Rate Junior Subordinated Debentures due 2042
